"school_permalink","school_name","short_description","description","image_url","homepage_url","created_at","updated_at","headquarters_country","headquarters_city","headquarters_lat","headquarters_lng"
"university-of-massachusetts-dartmouth","University of Massachusetts, Dartmouth","UMass Dartmouth is a multi-college university that offers undergraduate and graduate programs in North Dartmouth, Massachusetts.","University of Massachusetts (UMass) Dartmouth boasts challengingacademics, particularly in the fields of Engineering, Law, Marine Scienceand Portuguese studies among others.One of the largest and most comprehensive Portuguese studies programs inthe United States, this particular department offers specialized emphasesin Portuguese Language and Literature and a doctorate inLuso-Afro-Brazilian Studies and Theory. The department also puts out itsown publication and hosts conferences featuring scholars from around theglobe.Since UMass Dartmouth’s Visual and Performing Arts Department is also oneof its most respected, the campus abounds with theatre performanceopportunities as well as student art galleries.Additionally, UMass has Business and Liberal Arts divisions as well as adivision for the study of Education, Public Policy and Civic Engagement.Graduate programs are also available in a number of departments.Since UMass Dartmouth houses numerous research centers and instituteswhere scholarly conferences are held, the level of scholarship on campusis inspiring and stimulating.An application, transcripts, a personal essay and SAT scores are some ofthe materials prospective undergraduates will need to submit toadmissions for consideration.Students who need assistance with paying tuition may apply for financialaid.","http://public.crunchbase.com/t_api_images/v1397180929/503cd2a29fc7ad93dd7abee3524b86f1.gif","http://www.umassd.edu/",2014-05-22,2016-01-20,"United States","North Dartmouth",41.6337,-71.0081
"university-of-massachusetts-lowell","University of Massachusetts, Lowell",NA,"University of Massachusetts Lowell is a high-ranking university, withseveral nationally recognized academic departments.Located about 30 minutes from Boston in Lowell, Massachusetts, UMassLowell offers more than 100 degree programs at the undergraduate andgraduate levels.UMass Lowell has several nationally recognized, research-orientedprograms, including science and engineering. These programs undertakegroundbreaking research and also provide exceptional work opportunitiesfor its students and graduates.Other programs at UMass Lowell include liberal and fine arts, humanities,health-related programs, teacher education and social sciences.UMass Lowell also offers a range of internship opportunities for studentswho wish to gain experience in their field of study.Student life options at UMass Lowell include more than 100 diversestudent organizations, leadership programs and community serviceopportunities.Lowell’s admissions policies are moderately competitive. Financial aid isavailable to eligible students through loans, academic scholarships andother sources to help cover tuition.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/University-of-Massachusetts-Lowell-40F8B9F9.jpg","http://www.uml.edu/",2014-04-20,2015-11-26,"United States","Lowell",42.6527,-71.3254
"the-university-of-melbourne","University of Melbourne","University of Melbourne makes distinctive contributions to society in research, learning and teaching and engagement.","Established in 1853, the University of Melbourne is a public-spirited institution that makes distinctive contributions to society in research, learning and teaching and engagement. It’s consistently ranked among the leading universities in the world, with international rankings of world universities placing it as number 1 in Australia and number 33 in the world (Times Higher Education World University Rankings 2014-2015).","http://public.crunchbase.com/t_api_images/v1411276706/tv58fdnoxknqqiczuozp.jpg","http://unimelb.edu.au",2011-12-05,2016-01-28,"Australia","Melbourne",-37.814,-37.814
"university-of-melbourne","University of Melbourne","The University of Melbourne is an Australian public university located in Melbourne, Victoria.","Established in 1853, the University of Melbourne is a public-spirited institution that makes distinctive contributions to society in research, learning and teaching and engagement. It’s consistently ranked among the leading universities in the world, with international rankings of world universities placing it as number 1 in Australia and number 34 in the world (Times Higher Education World University Rankings 2013-2014)","http://public.crunchbase.com/t_api_images/http://upload.wikimedia.org/wikipedia/en/thumb/1/10/University_of_Melbourne_logo.png/338px-University_of_Melbourne_logo.png","http://unimelb.edu.au/",2014-04-20,2016-01-20,"Australia","State Of Victoria",-37,-37
"university-of-memphis","University of Memphis",NA,"One of Tennessee’s premier research institutions, the University ofMemphis celebrated its centennial in 2012. With an enrollment thataverages over 20,000 and nearly 1,000 full-time faculty members,University of Memphis offers all of the academic resources you’d expectfrom a leading public research university.The University of Memphis administers its academics through more than adozen colleges and schools. There is a wide range of programs available,with over 250 undergraduate and 75 graduate concentrations. The schooloffers classes both on-campus and online, through its eCampus program.The university is also home to these state-of-the-art research centers:  * FedEx Institute of Technology  * Center for Earthquake Research and Information  * Institute for Intelligent Systems  * Advanced Distributed Learning Workforce Co-LabStudent life at Memphis offers a variety of clubs and organizations,including more than 30 fraternities and sororities. The universitysponsors several long-standing athletic programs, as well. The Tigers’men’s basketball team is a perennial NCAA Tournament contender, havingearned a berth nearly every year since 2003.The university provides several scholarships, all of which are based onACT/SAT scores and high school GPA. Other financial aid opportunities areopen to students who don’t qualify for scholarships, such as studentemployment and government aid programs.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/University-of-Memphis-0441AFF6.jpg","http://www.memphis.edu/",2014-04-20,2015-11-06,"United States","Memphis",35.1184,-89.9397
"university-of-miami-school-of-business-administration","University of Miami School of Business Administration",NA,NA,NA,"http://www.bus.miami.edu",2014-04-20,2015-10-20,NA,NA,NA,NA
"university-of-miami-school-of-medical","University of Miami School of Medice","The University of Miami Leonard M. Miller School of Medicine is the graduate medical school of the University of Miami.",NA,"http://public.crunchbase.com/t_api_images/v1453401768/ywizov4htropwjxwlvim.png","http://med.miami.edu/",2013-05-30,2016-01-21,NA,NA,NA,NA
"university-of-miami","University of Miami, Florida","University of Miami, Florida","A good university does more than just teach, in creates an atmosphere of belonging and creative exploration. Coral Gables, Florida is home to one such university. University of Miami has strong academic programs and a community of student services for the lucky students who attend.Along with the normal college majors in languages, arts and sciences, U of M has programs like Aerospace Engineering, Broadcast Journalism, Creative Writing, Marine Science, Musical Theatre, Printmaking, Sculpture, and Sports Administration.Student services offered include student organizations, Greek community, amazing fitness and wellness center, a well-rounded arts and culture program, and career services. The Toppel Career Center provides services like interview preparation, resume writing, job and internship searches, job fairs and other resources.The University of Miami also boasts a strong athletics program, with the Hurricanes making their presence known year after year in the Atlantic Coast Conference. The football team consistently ranks high nationally, and the baseball team has won four national championships.Financial aid is mostly need-based, but there are also fellowships, short-term loans and GAFAC Funding for those who qualify. GAFAC Funding is a peer-run committee which decides on where money will be distributed, whether it’s to fund individual students or groups.So if you’re looking for a traditional college experience in sunny South Miami, take a look at UM.","http://public.crunchbase.com/t_api_images/v1442982889/v50tftjyn2yl3uqgdk2g.jpg","http://www.miami.edu/",2014-04-20,2016-01-31,"United States","Miami",25.718,-80.2749
"university-of-michigan-ann-arbor","University of Michigan","The University of Michigan is a public research university located in Ann Arbor, Michigan, United States.","With some of the country’s top academic programs, the University ofMichigan Ann Arbor is a thriving university in a small but lively collegetown.The University of Michigan’s programs consistently place high in nationalrankings. Especially renowned are the Stephen Ross School of Business,the College of Engineering, The Law and Medical Schools and the MusicalTheatre program.With a large and diverse student population, the University of MichiganAnn Arbor is a busy campus with numerous extracurricular and socialactivities and offerings. These include ethnic, political, academic,artistic and charitable clubs and groups.Arts programs, organizations and activities also abound on the Universityof Michigan Ann Arbor campus. With numerous campus theatre companies,student art galleries, and about a dozen literary organizations, there isa niche for anyone wanting an artistic career or outlet.Athletics are a big part of the Michigan tradition as Ann Arbor is hometo “The Big House,” the country’s largest college football stadiumseating nearly (and sometimes over) 110,000 people.University of Michigan has an extremely low transfer rate with almost allfreshmen remaining at U of M through graduation, an indication of highstudent satisfaction.Student services, like most things at University of Michigan, arecomprehensive. There are opportunities for students to study abroad or dointernships in their chosen field, plus plenty of career, mental healthand personal counseling centers. There is also a student health centeroffering comprehensive medical care.The small city of Ann Arbor has been ranked as one of the most culturallyrich college towns. It has some of the best restaurants in the Midwestand an impressive list of arts offerings including the annual Ann ArborArt Fair and the professional theater The Performance Network.There is also a strong film presence in Ann Arbor, with many major motionpictures being shot there and the annual Ann Arbor Film Festival, whichbrings in filmmakers from all over the world.On-campus housing is guaranteed for undergraduate students but is notrequired.Financial aid is available to eligible students in the form of loans,grants, work-study, scholarships and fellowships. Performance-basedscholarships are also available in specific university programs.","http://public.crunchbase.com/t_api_images/v1415443618/fqhb7ja56zlagv8vog64.png","http://www.umich.edu/",2014-04-20,2016-02-05,"United States","Ann Arbor",42.2745,-83.7407
"university-of-michigan-law-school","University of Michigan Law School","University of Michigan Law School is the law school of the University of Michigan, in Ann Arbor.",NA,NA,"http://www.law.umich.edu/",2014-04-20,2016-01-07,NA,NA,NA,NA
"university-of-michigan-ross-school-of-business","University of Michigan Ross School of Business","Michigan Ross is consistently ranked among the world’s top business schools.",NA,"http://public.crunchbase.com/t_api_images/v1413604489/t8l4hxosje9ypyedmyku.jpg","http://michiganross.umich.edu/",2013-08-13,2016-02-03,"United States","Ann Arbor",42.27756,42.27756
"university-of-milan","University of Milan","The University of Milan is the second largest university in Italy.",NA,"http://public.crunchbase.com/t_api_images/v1405573486/j13iqvhpx6mmmwpirqaf.jpg","http://www.unimi.it/",2014-04-20,2016-01-20,"Italy","Milan",45.59294,45.59294
"university-of-minho","University of Minho","The University of Minho is a public university in Portugal, divided in the following spaces: Largo do Paço",NA,"http://public.crunchbase.com/t_api_images/v1412183593/bpkmxhgfu2kzm3fnu4sh.png","http://www.uminho.pt",2014-04-20,2016-01-17,"Portugal",NA,NA,NA
"university-of-mn","University of Minnesota","We are Minnesota's research university. We change lives—through research, education, and outreach.","We are Minnesota's research university. We change lives—through research, education, and outreach.ResearchWe seek new knowledge that can change how we all work and live.At the University of Minnesota, students do research alongside top professors in all majors.EducationWe prepare students to meet the great challenges facing our state, our nation, and our world.As a U of M student you'll engage with your professors and fellow students from the very beginning. And you'll develop your strengths with beyond-the-classroom experiences.OutreachWe apply our expertise to meet the needs of Minnesota, our nation, and the world.We partner with communities across Minnesota to engage our students, faculty, and staff in addressing society's most pressing issues.","http://public.crunchbase.com/t_api_images/v1422712328/rtnrkuwdxferaao8ziwc.jpg","http://www.umn.edu",2009-08-01,2016-02-05,"United States","Minneapolis",44.97997,44.97997
"university-of-minnesota-law-school","University of Minnesota Law School",NA,NA,NA,"http://www.law.umn.edu/",2014-04-20,2015-10-11,NA,NA,NA,NA
"university-of-minnesota-medical-school","University of Minnesota Medical School",NA,NA,NA,"http://www.med.umn.edu/",2014-04-20,2015-11-27,"United States","Minneapolis",44.97997,44.97997
"university-of-minnesota-morris","University of Minnesota, Morris",NA,"The University of Minnesota campus in Morris, Minnesota, offers theresearch resources of a top ten university and the quaint atmosphere of asmall liberal arts college for a personalized educational experience.The campus is known for its rich college life opportunities. Bothstudents and the community have access to a number of arts, exhibits,conferences and lectures hosted at the university. More than 50 studentclubs and organizations are available to join, with interests rangingfrom the Jazz Ensemble Council to the American Indian Science andEngineering Society.Morris is one of the only colleges nationwide that generates its ownrenewable power from local resources in a biomass gasification plant. Thecampus is a nationally recognized sustainability leader and encouragesits students to take initiative to make a greener world.Academics include more than 35 undergraduate liberal arts majors andminors. The school also offers pre-professional programs in education,the humanities, science and mathematics, social sciences and more.Admissions are determined on a number of factors, including ACT/SATscores, academic achievements, letters of recommendation, extracurricularactivities and work experience. The school recommends that interestedapplicants schedule an interview with an admissions counselor.Students who file a FAFSA will be considered to receive competitive andacademic scholarships from UMM. Other financial aid options includefederal grants, loans and work-study programs.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/University-of-Minnesota-Morris-F8A74B21.jpg","http://www.morris.umn.edu/",2014-04-20,2015-06-12,"United States","Morris",45.5895,-95.9044
"university-of-minnesota-twin-cities","University of Minnesota, Twin Cities","We are Minnesota's research university. We change lives—through research, education, and outreach.","We are Minnesota's research university. We change lives—through research, education, and outreach.ResearchWe seek new knowledge that can change how we all work and live.At the University of Minnesota, students do research alongside top professors in all majors.EducationWe prepare students to meet the great challenges facing our state, our nation, and our world.As a U of M student you'll engage with your professors and fellow students from the very beginning. And you'll develop your strengths with beyond-the-classroom experiences.OutreachWe apply our expertise to meet the needs of Minnesota, our nation, and the world.We partner with communities across Minnesota to engage our students, faculty, and staff in addressing society's most pressing issues.","http://public.crunchbase.com/t_api_images/v1422711179/y1a3gecsttl9y28celip.png","http://twin-cities.umn.edu/",2014-04-20,2016-01-29,"United States","Minneapolis",44.9759,-93.2339
"the-university-of-missouri-colmbia","University of Missouri, Columbia","The University of Missouri was founded in 1839 in Columbia, Mo., as the first public university west of the Mississippi River and the first","The University of Missouri was founded in 1839 in Columbia, Mo., as the first public university west of the Mississippi River and the first state university in Thomas Jefferson's Louisiana Purchase territory. Today, MU is a 2.1 billion enterprise and an important investment for the state and nation.MU provides all the benefits of two universities in one: It's a major land-grant institution with a statewide mission of service to citizens and Missouri's largest public research university. Considered one of the nation's top-tier institutions, Mizzou is the flagship campus of the four-campus University of Missouri System. It is one of only 34 public universities, and the only public institution in Missouri, to be selected for membership in the Association of American Universities.The state’s most comprehensive university, MU offers more than 300 degree programs through 19 colleges and schools and is one of only five universities nationwide with law, medicine, veterinary medicine and a nuclear research reactor on one campus.","http://public.crunchbase.com/t_api_images/v1429882152/kczfaqdltlyhtwfwr4tf.png","http://missouri.edu/",2013-04-24,2015-12-15,"United States","Columbia",34.00071,34.00071
"university-of-missouri-columbia-2","University of Missouri, Columbia",NA,"University of Missouri (also known as Mizzou) in Columbia, Missouri, is one of the oldest public universities in the region. Today Mizzou has grown to offer more than 280 degree programs at the undergraduate and graduate levels, including those in medicine and other advanced professional fields.As a full-fledged university with much in the way of academics, research and college life offerings, Mizzou’s more than 30,000 students come from all over the country. Some of the more popular programs at the school include Journalism and Writing.Mizzou is also one of a small group of universities that offers Medicine, Law and Veterinary Medicine.     Additional divisions include:*Agriculture	*Arts and Sciences*Business*Education*Engineering*NursingMore than 600 student organizations also make their home at Mizzou, so that whatever a student’s interest is it can be found at Mizzou. In order to maintain itself as the competitive public university that it is, Mizzou has had to maintain fairly selective standards for admission. A great number of admitted students were valedictorians of their class or graduated in the top 10%. Mizzou considers grade point average, rigor of high school courses, SAT or ACT scores and other factors such as extracurricular involvement in its undergraduate admissions process. Graduate programs have individual requirements that may include course pre-requisites, undergraduate GPA and test scores. Students may be considered for academic merit scholarships awarded by the school. There are also federal aid sources such as Pell grants, loans and work-study to help those with a financial need to cover tuition costs. Veteran’s benefits are also offered.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/University-of-Missouri-Columbia-BD9C5BC7.jpg","http://www.missouri.edu/",2014-04-20,2015-12-03,"United States","Columbia",38.9445,-92.3295
"university-of-missouri-kansas-city","University of Missouri, Kansas City",NA,"For an exceptional educational experience that’s dedicated to the arts asmuch as its cutting edge medical research, the University of Missouri inKansas City (UMKC) may be the place for you.Getting involved in student life is easy at UMKC. A wide breadth ofstudents clubs are available to join, allowing you to meet like-mindedstudents and become exposed to different interests. Many of these clubshost activities and events on campus, like multicultural and diversityfairs, community service days and departmental workshops.Greek life opportunities are available, whether your interests areacademic or social. You can also participate in the many leadership andservice events that are offered, gaining real-world experience as youengage with the local community and build partnerships.Academics offered at the school include undergraduate and graduateprograms in more than 50 major programs in more than 125 fields of study.Bachelor’s degrees range from Accounting to Geography to Theatre.Graduate programs are offered in the arts and sciences, biologicalsciences, education, law and more.Admissions are determined by an applicant’s high school curriculum,ACT/SAT scores, class rank and GPA.Tuition is set lower for Missouri residents and Missouri Midwest Exchangestudents.Students who file a FAFSA by March 1 of the prior academic year will beconsidered to receive financial aid through the form of institutionalmerit-based scholarships, federal grants, loans and work study programs.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/University-of-Missouri-Kansas-City-04C1EA41.jpg","http://www.umkc.edu/",2014-04-20,2015-11-04,"United States","Kansas City",39.0343,-94.5757
"university-of-missouri-st-louis","University of Missouri, St Louis","University of Missouri, St. Louis.","One of the largest universities in the state and the largest in the cityof St. Louis, University of Missouri St. Louis offers comprehensiveacademics, student life opportunities and financial aid awards.UM St. Louis has different categories of degree programs, includingbachelors, masters, and undergraduate and graduate certificates.Majors span the arts, sciences and professional fields, featuring wellover 100 offerings, which include everything from Civil Engineering toFilm Studies to Archaeology to Nursing.Students may also take on specializations within their major. Forexample, a Music major may specialize in Jazz Studies and a Philosophymajor may specialize in Ethics.At the graduate level, students may pursue everything from an MFA inCreative Writing to a Master’s in Social Work to a degree in Optometry.Student life also features diverse offerings, including campus eventssuch as workshops and lectures, dozens of student organizations andcommunity service activities. Within the city of St. Louis there is alsomuch to be found in terms of shopping, eating and the arts.Student financial aid awards are also plentiful. The school offersautomatic scholarships, which are automatically given if students meetcertain academic criteria. There are also other academic scholarships forwhich students may apply. Federal aid programs provide loans, grants andwork-study.In addition to an online application, freshmen applicants will need tosubmit test scores and transcripts. Undergraduate applicants that have agrade point average of 3.5 in certain high school courses are givenautomatic admission Minimum test score requirements are 1090 on the SATand 24 on the ACT.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/University-of-Missouri-St-Louis-D26EDB8A.jpg","http://www.umsl.edu/",2014-04-20,2016-01-31,"France","Saint-louis-de-montferrand",38.7085,-90.311
"university-of-modena-and-reggio-emilia","University of Modena and Reggio Emilia","UNIMORE possesses a capital of skills, knowledge and capabilities that make it an important reference point for the country","UNIMORE possesses a capital of skills, knowledge and capabilities that make it an important reference point for the country. In fact, as part of its institutional activities, the university works closely with a consistent set of external actors, institutions and corporates.","http://public.crunchbase.com/t_api_images/v1411194275/q6hi8dcon5vhiyri9sfp.png","http://www.unimore.it/",2014-04-20,2015-05-19,NA,NA,NA,NA
"university-of-montevallo-montevallo","University of Montevallo, Montevallo",NA,"The University of Montevallo in Montevallo, Alabama, one of only 25public liberal arts universities in the United States, provides studentswith a quality educational experience in the liberal arts and sciences.Programs are designed for intellectual and personal growth as well asresponsible citizenship and gainful employment.Academics at the university include five bachelor’s degrees, fourmaster’s degrees, educational specialist degrees, and Class AAcertification programs.To promote leadership and an active student life, the school providesmore than 80 student organizations of all kinds, including:  * Academic  * Social  * Religious  * Special/Recreational Interest  * Student GovernmentCollege life at Montevallo also includes Greek life opportunities, aswell as many performing and cultural events coordinated by the College ofFine Arts.Student services include academic advising, career counseling and muchmore.Admissions require students to send in high school or GED transcripts andACT or SAT scores. The college also accepts dual enrollment or AP creditsthat qualify. Students who want to be considered for merit-basedscholarships must apply by Dec. 1 of their senior year of high school.Tuition is set lower for Alabama students. Financial aid throughmerit-based scholarships, federal Pell grants, FSEO grants and theAlabama Student Assistance Program are awarded to eligible students.Work-study programs and Perkins loans are also available.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/University-of-Montevallo-Montevallo-EDAE668F.jpg","http://www.montevallo.edu/",2014-04-20,2015-05-19,"United States","Montevallo",33.102,-86.8645
"university-of-mumbai","University of Mumbai","The University of Mumbai is one of the first three state universities in India and the oldest in Maharashtra.",NA,"http://public.crunchbase.com/t_api_images/http://upload.wikimedia.org/wikipedia/en/0/04/University_of_Mumbai_banner.png","http://www.mu.ac.in",2014-04-20,2016-02-03,NA,NA,NA,NA
"university-of-m-nster","University of Münster","A public university located in the city of Münster, North Rhine-Westphalia in Germany",NA,"http://public.crunchbase.com/t_api_images/v1408991889/a8qpq7vluctjeivkptax.png","http://www.uni-muenster.de/en/",2014-04-20,2016-01-27,"Germany","Münster-sarmsheim",49.95,49.95
"university-of-mysore","University of Mysore","University of Mysore.",NA,"http://public.crunchbase.com/t_api_images/http://upload.wikimedia.org/wikipedia/en/thumb/2/2a/University_of_Mysore_logo.jpg/225px-University_of_Mysore_logo.jpg","http://www.uni-mysore.ac.in",2014-04-20,2016-01-29,NA,NA,NA,NA
"university-of-nantes","University of Nantes",NA,NA,NA,"http://www.univ-nantes.fr/",2014-04-20,2015-10-10,"France","Nantes",47.21725,47.21725
"university-of-naples-federico-ii","University of Naples Federico II",NA,NA,NA,"http://www.unina.it/",2014-04-20,2015-10-05,"Italy","Naples",38.43591,38.43591
"university-of-natural-resources-and-life-sciences","University of Natural Resources and Life Sciences","University of Natural Resources and Life Sciences.",NA,NA,"http://www.boku.ac.at/en/",2015-06-08,2015-06-08,NA,NA,NA,NA
"university-of-nebraska-lincoln-2","University of Nebraska, Lincoln","A public research institution that is the flagship university of the University of Nebraska system","The largest university in the state, the University of Nebraska at Lincoln offers academic programs and research that have long placed it at the forefront of education. For example, University of Nebraska is one of the first universities to establish a major in Digital Humanities, offered through the English Department. In the same department, graduate students may undertake UNL’s prestigious MFA program in Creative Writing, which has leading writers among its faculty and is also responsible for founding one of the country’s most respected university literary publications.On the fine arts end of things, UNL boasts top museums and galleries with collections by some of the world’s most revered artists. UNL also has a natural history museum, which features fossils and other types of ancient excavations. Additional areas of study include:*Agricultural Sciences*Architecture*Education*Engineering*Law*Liberal Arts and Humanities*Performing Arts*Mass CommunicationsUNL has long been distinguished for its research activity as well, conducting valuable research in a variety of scientific and other fields.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/University-of-Nebraska-Lincoln-D66C28D9.jpg","http://www.unl.edu/",2014-04-20,2016-02-01,"United States","Lincoln's New Salem",40.8169,-96.7009
"university-of-nebraska-omaha","University of Nebraska, Omaha",NA,"Students looking to work in state-of-the-art computer science andengineering facilities should look no further than the University ofNebraska at Omaha. UNO is a leader Bioinformatics, Computer Science andManagement Information Systems programs.But UNO is not merely a four-year state university focused on science.With approximately 200 academic programs, this school offers an intimateatmosphere in a thriving city with numerous employment options for futuregraduates.The University of Nebraska at Omaha implements the Four-Year Guaranteeresolution, meaning that the university will design a curriculumdedicated to permitting students to graduate as quickly as possible.UNO has a non-refundable 45 application fee for all applicants. Theadmissions requirements are based on core course prerequisites andperformance requirements.The performance requirements for UNO admissions are a rank in the upperhalf of your graduating high school class and an ACT score of 20 orhigher. The core course requirements are similar to the core requirementsof other four-year colleges.UNO offers several types of financial aid to ease the cost of tuition.Not only do they have federal and state programs, but the school alsooffers scholarships, work-study programs and loans.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/University-of-Nebraska-Omaha-ECCD8860.jpg","http://www.unomaha.edu/",2014-04-20,2015-11-28,"United States","Omaha",41.2596,-96.0053
"university-of-nevada-reno","University of Nevada","The University of Nevada is a land grant university established in 1874 and located in Reno, Nevada.","The University of Nevada (usually referred to as the University of Nevada, Reno or Nevada, and often abbreviated as UNR) is a teaching and research university established in 1874 and located in Reno, Nevada, USA. It is the sole land grant institution for the state of Nevada.The campus is home to the large-scale structures laboratory in the College of Engineering, which has put Nevada researchers at the forefront nationally in a wide range of civil engineering, earthquake and large-scale structures testing and modeling. The Nevada Terawatt Facility, located on a satellite campus of the university, includes a terawatt-level Z-pinch machine and terawatt-class high-intensity laser system – one of the most powerful such lasers on any college campus in the country.It is home to the University of Nevada School of Medicine, with campuses in both of Nevada's major urban centers, Las Vegas and Reno, and a health network that extends to much of rural Nevada. The faculty are considered worldwide and national leaders in diverse areas such as environmental literature, journalism, Basque studies, and social sciences such as psychology. It is also home to the Donald W. Reynolds School of Journalism, which has produced six Pulitzer Prize winners. The school includes 16 clinical departments and five nationally recognized basic science departments.","http://public.crunchbase.com/t_api_images/v1425494387/vjcef3pfietnbmqmzmcf.jpg","http://www.unr.edu/",2014-04-20,2016-01-27,"United States","Reno",39.5449,-119.8155
"university-of-nevada-las-vegas","University of Nevada, Las Vegas","University of Nevada-Las Vegas.","University of Nevada in Las Vegas offers an abundance of academic programs, many of which have received accolades and high rankings from various publications. Over 200 programs at the undergraduate and graduate levels are available at UNLV. Academics run the gamut and include everything from Business Administration to Screenwriting to graduate degrees in Theatre, Social Work, Physical Therapy, Psychology and Engineering.Academic areas that have received particular attention or recognition include the programs in Architecture, Education, Hotel Administration, Dental Medicine and Law. UNLV’s doctorate in Creative Writing program has also been recognized by Atlantic Monthly as one of the best in the country. A research university, UNLV also houses a number of research centers and institutes where student and faculty research is conducted. Like most everything else at UNLV, student life is abundant. More than 200 student organizations, over 16 varsity teams and more than 30 sororities and fraternities all make their home on the UNLV campus. Freshman admissions is fairly selective and is based, in part, on a minimum GPA and standardized test scores. Graduate admission requirements vary from one department to another. Tuition at UNLV is reduced for residents of Nevada and nearby states. Deferment and payment plans and other financial aid awards are available to those who qualify.","http://public.crunchbase.com/t_api_images/http://www.campusexplorer.com/media/125x94/University-of-Nevada-Las-Vegas-662465DF.jpg","http://www.unlv.edu/",2014-04-20,2016-01-05,"United States","Las Vegas",36.1077,-115.1375
"university-of-new-brunswick","University of New Brunswick","UNB is to create the premier university environment for our students, faculty, and staff in which to learn work and live.","Discover your potentialWith two main campuses in Fredericton and Saint John, the University of New Brunswick is large enough to offer a wide range of programs yet small enough for the professors to actually know your name.","http://public.crunchbase.com/t_api_images/v1400213202/mhy47ndn0bxaq7mps05i.png","http://www.unb.ca",2014-05-16,2016-01-18,NA,NA,NA,NA
"university-of-new-hampshire-durham","University of New Hampshire, Durham","University of New Hampshire.","The University of New Hampshire combines the living and learning environment of a New England liberal arts college with the breadth, spirit of discovery, and civic commitment of a land-grant research institution.UNH spans all fields of study and unites them through interdisciplinary programs, labs, research centers, libraries, internships, and fieldwork. Warmly supported and encouraged by their faculty mentors, students participate directly in assisting in the University's historic mission of enriching society through the creation and application of new knowledge.The University of New Hampshire is fully accredited by the New England Association of Schools and Colleges.","http://public.crunchbase.com/t_api_images/v1408991772/g44sdbzekommkftlah7f.png","http://www.unh.edu/",2014-04-20,2016-02-03,"United States","Durham",43.1365,-70.931
"university-of-new-mexico","University of New Mexico","University of New Mexicois an educational institution with state-of-the-art laboratory facilities and research programs for students.","Founded in 1889 as New Mexico’s flagship institution, the University of New Mexico now occupies nearly 800 acres along old Route 66 in the heart of Albuquerque, a metropolitan area of more than 900,000 people. From the magnificent mesas to the west, past the banks of the historic Rio Grande to the Sandia Mountains to the east, Albuquerque is a blend of culture and cuisine, styles and stories, people, pursuits and panoramas.","http://public.crunchbase.com/t_api_images/v1397185323/02df1ba1d6717e4f2b4ff1a919c5a29f.png","http://unm.edu",2011-03-19,2016-01-30,"United States","Albuquerque",35.08449,35.08449
"university-of-new-mexico-school-of-medicine","University of New Mexico School of Medicine",NA,NA,NA,"http://som.unm.edu/",2014-04-20,2015-11-16,NA,NA,NA,NA
"university-of-new-mexico-main-campus","University of New Mexico, Main Campus","Located in beautiful Albuquerque, New Mexico with branch campuses all over the state, UNM offers a variety of challenging programs to a wide","As New Mexico’s largest university, the University of New Mexico has along-standing tradition of excellence. Featuring unique Puebloarchitecture, the urban setting of Albuquerque, and an enrollment of over30,000 spread across 12 schools and colleges, UNM has a unique learningenvironment with all the resources you’d expect from a flagship researchinstitution.With over 200 concentrations to choose from, the university offers avariety of academics. The University of New Mexico is especially knownfor its graduate schools, which include excellent programs inEngineering, Health Care, Law and Photography.Campus life at the University of New Mexico is diverse. In addition toits hundreds of campus organizations, UNM’s student life features over 15NCAA Division I athletic programs in the Mountain West Conference, aswell as a vast and bustling Greek life.The UNM Financial Aid Office offers a number of financial assistanceopportunities, including need-based based grants and loans, to those whoqualify. Additionally, the university offers institutional, departmentaland state-funded scholarships, as well as grants from private donors.","http://public.crunchbase.com/t_api_images/v1408633764/rv1et74vwnrlpbxmfetf.png","http://www.unm.edu/",2014-04-20,2016-01-11,"United States","Albuquerque",35.0892,-106.6192
